run_id,timestamp_utc,git_commit,git_dirty,kernel_ref,kernel_version,description,notebook_runtime_sec,n_features,n_folds,cv_seed,fold_auc_mean,fold_auc_std,final_oof_auc,public_lb_score,private_lb_score,preds_dir,lgb_oof_auc,run_tag,engineered,best_iters,fold_aucs,model_seed,te_cols,xgb_oof_auc,cat_oof_auc,mlp_oof_auc,realmlp_oof_auc,ftt_oof_auc,tabtf_oof_auc,node_oof_auc,lookupt_oof_auc,tabm_oof_auc,mnca_oof_auc,notes
f1d249bd,2026-08-08T05:55:06+00:00,208de101449b8495008873d469145d29c89d56dc,False,gcarno/s6e8-tabm,1.0,M1: TabM (pytabkit) -- packed ensemble of MLPs on the composition + TE feature set,8304.8,28.0,5.0,42.0,0.967162,0.00049,0.96716,,,experiments/preds/f1d249bd,,M1_tabm,other_hours share_social share_gaming share_work share_other weekend_ratio screen_total,60 60 60 60 60,0.966408 0.967267 0.967353 0.96788 0.966903,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,,,,,,,,,0.96716,,"M1 TabM (pytabkit). HYPOTHESIS: TabM is a PACKED ENSEMBLE of MLPs trained jointly -- k parallel heads over largely shared weights -- so it is a variance-reduction mechanism rather than another architecture shape. That distinction matters here because this repo has already established that adding neural SHAPES buys nothing: mlp, mlp_embed, realmlp, ftt and node all read the same representation and land 1.9-2.4% from each other. EVIDENCE FOR RUNNING IT, from the public OOF library manifest rather than a guess: 9 TabM members, best 0.96867, the strongest family in the library after the author's own models, against our best neural leg (F1 RealMLP) at 0.9661 -- a gap of 0.0026, far too large to be noise. Its published feature descriptor is 'constrained-imputation + lattice TE'; we run it on te_cols=num plus fe_composition, both of which are independently validated here, and deliberately NOT on the untested fe_impute path -- combining a new learner with a new feature family would produce a row that cannot attribute its delta to either. PRE-REGISTERED GATE, written before the result is read: solo OOF >= 0.9670 (i.e. it must beat our best neural leg by more than the 0.0002 gate, since the public evidence says it should beat it by 0.0026), AND -- the part that decides whether it ships -- a positive weight in the 19-leg logit stack with a stack OOF gain of >= 0.0002 over 0.969228. FALSIFICATION: if it lands strong but correlates >= 0.995 with F1real or K1real, it is a variance-reduced twin of a leg we already have, and the public library measured exactly that case at +0.000000 to a blend (a seed-averaged member raised its own solo score 0.00015 and contributed nothing, correlating 0.9994 with its parent). Record that rather than shipping it on solo strength."
54db2990,2026-08-09T01:00:47+00:00,d2f66a390610e39766de927d2d0842f9ca19cb99,False,local,,"B3: fe_impute -- imputed columns ALONGSIDE the NaNs, on the B2 composition XGBoost",1503.1,44.0,5.0,42.0,0.968428,0.000406,0.968425,,,experiments/preds/54db2990,,B3_impute_xgb,"other_hours,share_social,share_gaming,share_work,share_other,weekend_ratio,screen_total,imp_age,imp_daily_screen_time_hours,imp_social_media_hours,imp_gaming_hours,imp_work_study_hours,imp_sleep_hours,imp_notifications_per_day,imp_app_opens_per_day,imp_weekend_screen_time,impfe_other_hours,impfe_share_social,impfe_share_gaming,impfe_share_work,impfe_share_other,impfe_weekend_ratio,impfe_screen_total",1517 1225 1231 1483 1352,0.96778 0.968551 0.968468 0.969038 0.968301,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,0.968425,,,,,,,,,,"B3 (Phase 2). HYPOTHESIS: every column is 4-20% missing and a ratio is NaN whenever EITHER operand is missing, so the composition family -- which just bought +0.001 on all three tree engines -- is unavailable on ~39% of rows, i.e. missing exactly where it would say the most. Model-imputing the nine numerics should restore that coverage. MECHANISM, and the reason the sign is not obvious: the public measurement of the SAME imputer runs both ways -- imputed values REPLACING the NaNs is negative, imputed values ALONGSIDE the retained NaN columns is +0.0012. A GBM's native NaN handling learns a default split DIRECTION per node, which is strictly more expressive than one imputed point estimate dragging the row toward the middle of its distribution; what the imputed copy adds is coverage for the derived features, not a better value for the raw one. So fe_impute AUGMENTS: it adds imp_* and impfe_* columns and the originals keep their NaNs, asserted in the notebook. LEAKAGE: the imputer predicts a FEATURE from other features and never sees y, so it is transductive unsupervised preprocessing, which section 2 licenses outside the CV loop. It is however the one family here that is not row-wise, so the row-wise purity assertion is scoped to exclude it and the imputed block gets its own assertions instead (observed values untouched, originals still carrying their NaNs). PRE-REGISTERED GATE: +0.0002 solo OOF over the B2 XGBoost composition leg f047412f = 0.968180, i.e. >= 0.968380. SECOND GATE, the one that decides shipping: a >= 0.0002 gain to the 21-leg stack over 0.969255. Context for reading a miss: TabM cleared its solo gate and still contributed only -0.000018 to the stack, so solo strength is no longer sufficient evidence for anything here."
0a3c852e,2026-08-09T01:15:21+00:00,3b08a6ddfcdda49a30b2539c9af9a58c30f59f7f,,stack,,"logit stack over 22 legs, C=0.1",,,5.0,42.0,,,0.969314,0.97056,,experiments/preds/0a3c852e,,logit_stack,,,,,,,,,,,,,,,,"Phase 2 Stage D: the 22-leg logit stack, OOF 0.969314, our best-OOF model. WHY THIS IS SUBMITTED DESPITE THE LAST TWO PROBES MISSING: it moves +0.000086 over the 19-leg stack already on the board (LB 0.97051), which is BELOW the 0.00014 the public leaderboard can resolve, so this submission is not expected to teach us anything and must not be read as evidence either way. It is submitted so that our OOF champion EXISTS as a selectable entry at the 2026-08-31 deadline. Selection stays on OOF, per the standing rule; the leaderboard is a sanity check. PRE-REGISTERED PREDICTION: 0.969314 + the stack offset of 0.00130 = 0.97060, and any realised value within about 0.0003 of that is consistent with no change. The two legs added since the last submission both cleared their solo gates and missed their stack gates -- M1 TabM at +0.000027 and B3 fe_impute at +0.000059 -- which is section 6's wall reasserting itself after the Lookup-Transformer briefly broke it. STAGE C CONTEXT, which is why this is a stopping point rather than a pause: an honest per-fold stack over the 74-member public OOF library scores 0.969661 against our 21 legs at 0.969255, so the entire remaining public frontier is worth +0.000406 to us, and it is concentrated in ONE recipe -- naji03/naji05, max correlation 0.9566 against our pack where every other member of that library sits above 0.968, and whose author states the feature engineering and training code are private. Copying the public frontier further has almost nothing left to give."
8f40573b,2026-08-10T01:21:43+00:00,d619c7b39c8eb011d8501e8cde1c7242c862ad01,True,local,,"N1: fe_normalization (free_time, the 24-hour budget) on the B2 composition XGBoost",1064.8,32.0,5.0,42.0,0.968103,0.000413,0.968099,,,experiments/preds/8f40573b,,N1_normalization_xgb,"other_hours,share_social,share_gaming,share_work,share_other,weekend_ratio,screen_total,free_time,screen_per_sleep,screen_per_age,social_per_age",1793 1517 1364 1476 1661,0.967455 0.968247 0.968285 0.968668 0.967859,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,0.968099,,,,,,,,,,"Phase 3, Stage 2 -- the one cheap CPU round, run after three separate cheap attacks on the pack's redundancy all missed. Those attacks and their numbers: a LightGBM meta-learner over the 22 leg logits scored -0.000042 against the linear logit stack and -0.000065 with raw features added (so there is no region-dependent leg dominance to gate on); tree-mean vs neural-mean correlation is FLAT at 0.9785-0.9811 across all five missingness regimes (so the redundancy is uniform, not an average over heterogeneous parts); and admitting the nine orphan legs already on disk -- every one of them BELOW the pack's 0.9947 median max-corr -- bought +0.000047 in total, a quarter of the gate. The decisive number is that K3tabtf, at max corr 0.9251 the most decorrelated leg we own, contributes -0.000001. CONCLUSION CARRIED INTO THIS ROUND: max-correlation does not predict stack contribution. L1lookupt paid because it was simultaneously our STRONGEST leg and decorrelated; decorrelation alone is worthless because a weak leg is just noise. So these three probes target STRENGTH on a different representation, and none of them is justified by 'it will be different'. N1: fe_normalization. HYPOTHESIS: this family has NEVER BEEN RUN, at all -- the CFG key has existed since Phase 1 (build_model_nb.py:65) and engineer() implements it, yet it appears in the `engineered` column of ZERO runs in this file. That is the fifth instance of the pattern README names, except worse: not 'X did not help where I put it' but 'X was never put anywhere'. MECHANISM: free_time = 24 - sleep - screen is a SECOND budget constraint, on the 24-hour day, structurally identical to the daily-screen-time composition that just cleared on all three engines at 5-6x the gate (+0.001004 xgb, +0.001163 lgb, +0.001140 cat). Same reason it should work: a GBDT cannot build a 3-term linear combination from axis-aligned splits at any data volume, which is why the composition effect was fold-count independent. The screen_per_sleep / screen_per_age / social_per_age members are ratios and are expected to contribute nothing -- the public ablation of log-ratio features collapsed from +0.00036 at 3-fold to +0.00001 at 10-fold. So a clear here should be attributable to free_time, and if it clears it is worth re-running with free_time alone to confirm. PRE-REGISTERED GATES, both written before the result is read. (1) solo OOF >= parent + 0.0002. (2) THE DECIDING GATE: >= +0.0002 to the honest 22-leg logit stack over 0.969314. A probe may clear (1) and miss (2) -- TabM and fe_impute both did exactly that, contributing +0.000027 and +0.000059 -- so solo strength is not sufficient evidence for shipping. STOP CONDITION: this round is the last regardless of outcome; a miss is not rescued by tuning C, changing the model seed, or hill-climbing over leg subsets."
ceb7f8c0,2026-08-10T01:39:34+00:00,d619c7b39c8eb011d8501e8cde1c7242c862ad01,True,local,,N2: fe_interaction re-run on the modern TE + composition base,1064.8,31.0,5.0,42.0,0.968165,0.000424,0.968162,,,experiments/preds/ceb7f8c0,,N2_interaction_xgb,"opens_per_hour,notif_per_hour,notif_per_open,other_hours,share_social,share_gaming,share_work,share_other,weekend_ratio,screen_total",1746 1438 1650 1788 1901,0.967504 0.968284 0.968313 0.96878 0.967944,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,0.968162,,,,,,,,,,"Phase 3, Stage 2 -- the one cheap CPU round, run after three separate cheap attacks on the pack's redundancy all missed. Those attacks and their numbers: a LightGBM meta-learner over the 22 leg logits scored -0.000042 against the linear logit stack and -0.000065 with raw features added (so there is no region-dependent leg dominance to gate on); tree-mean vs neural-mean correlation is FLAT at 0.9785-0.9811 across all five missingness regimes (so the redundancy is uniform, not an average over heterogeneous parts); and admitting the nine orphan legs already on disk -- every one of them BELOW the pack's 0.9947 median max-corr -- bought +0.000047 in total, a quarter of the gate. The decisive number is that K3tabtf, at max corr 0.9251 the most decorrelated leg we own, contributes -0.000001. CONCLUSION CARRIED INTO THIS ROUND: max-correlation does not predict stack contribution. L1lookupt paid because it was simultaneously our STRONGEST leg and decorrelated; decorrelation alone is worthless because a weak leg is just noise. So these three probes target STRENGTH on a different representation, and none of them is justified by 'it will be different'. N2: fe_interaction on the modern base. HYPOTHESIS: this family was run ONCE, as 66e3dede, in the PRE-TARGET-ENCODING era, where it LOST (0.963047 against a 0.963320 anchor). The base has since gained target encoding, the composition family and the Optuna params, so the question is whether it lost on its merits or lost because the base could not use it. MECHANISM AND WHY THE SIGN IS GENUINELY UNCERTAIN: the original rank-gap argument still holds -- app_opens_per_day and notifications_per_day rank 9th and 6th on marginal AUC but 1st and 2nd on split usage, i.e. the trees burn capacity approximating these ratios. But the EDA finding behind D2 cuts the other way: those two columns carry per-value positive rates spanning 0.119-0.986 with Pearson(value, rate) = -0.044, so they are LOOKUP TABLES, and a ratio is a monotone transform which cannot represent a lookup. That was the stated reason B1 failed. If that reading is right, N2 misses again and the miss is confirmation, not news -- record it that way. This probe is cheap and settles which of the two readings the modern base supports. PRE-REGISTERED GATES, both written before the result is read. (1) solo OOF >= parent + 0.0002. (2) THE DECIDING GATE: >= +0.0002 to the honest 22-leg logit stack over 0.969314. A probe may clear (1) and miss (2) -- TabM and fe_impute both did exactly that, contributing +0.000027 and +0.000059 -- so solo strength is not sufficient evidence for shipping. STOP CONDITION: this round is the last regardless of outcome; a miss is not rescued by tuning C, changing the model seed, or hill-climbing over leg subsets."
ad5e827a,2026-08-10T01:43:11+00:00,d619c7b39c8eb011d8501e8cde1c7242c862ad01,True,local,,N3: num_as_cat at full modern strength -- the tree-side lookup representation,211.6,28.0,5.0,42.0,0.966293,0.000435,0.966291,,,experiments/preds/ad5e827a,0.966291,N3_num_as_cat_lgb,"other_hours,share_social,share_gaming,share_work,share_other,weekend_ratio,screen_total",314 277 379 313 329,0.965612 0.966348 0.966676 0.966804 0.966027,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,,,,,,,,,,,"Phase 3, Stage 2 -- the one cheap CPU round, run after three separate cheap attacks on the pack's redundancy all missed. Those attacks and their numbers: a LightGBM meta-learner over the 22 leg logits scored -0.000042 against the linear logit stack and -0.000065 with raw features added (so there is no region-dependent leg dominance to gate on); tree-mean vs neural-mean correlation is FLAT at 0.9785-0.9811 across all five missingness regimes (so the redundancy is uniform, not an average over heterogeneous parts); and admitting the nine orphan legs already on disk -- every one of them BELOW the pack's 0.9947 median max-corr -- bought +0.000047 in total, a quarter of the gate. The decisive number is that K3tabtf, at max corr 0.9251 the most decorrelated leg we own, contributes -0.000001. CONCLUSION CARRIED INTO THIS ROUND: max-correlation does not predict stack contribution. L1lookupt paid because it was simultaneously our STRONGEST leg and decorrelated; decorrelation alone is worthless because a weak leg is just noise. So these three probes target STRENGTH on a different representation, and none of them is justified by 'it will be different'. N3: num_as_cat at full modern strength. HYPOTHESIS, and this is the probe with a mechanism: D2 (b4326a68) is the LARGEST contributor of the nine orphan legs at +0.000030, and its mechanism is precisely L1lookupt's -- treat the observed value as a LABEL, not a magnitude. L1lookupt is the only leg that ever broke this pack's correlation wall (max corr 0.9796 against a 0.9947 median) and it is also our strongest leg at 0.968626; it learns a d=128 embedding per exact observed value. num_as_cat is the tree-side version of the same representation: a many-vs-many categorical split instead of an ordered one. It acts on the central EDA finding that the value->target map is a lookup table (rates 0.119-0.986, Pearson(value, rate) = -0.044, only 47.8% of consecutive steps increasing). WHY RERUN IT: D2 scored 0.962343 and was rejected on solo strength, but it was run on the PRE-composition, PRE-Optuna base, and it was judged against subset_ceiling.py's rule that legs below 0.965 solo are 'strictly harmful' -- a rule that stack_logit.py has since shown is a property of the EQUAL-WEIGHT combiner and not of the legs (NODE, 0.9622 solo, takes the third-largest |weight| in the fitted stack). LightGBM parent chosen deliberately so the delta is attributable against D2, which used the same engine. FALSIFICATION: cardinalities run 18 to 1,459 levels over train union test with at most 22 test-only values; if the notebook's per-column level counts do not match those, the train-union-test vocabulary did not build and the run is void rather than negative. PRE-REGISTERED GATES, both written before the result is read. (1) solo OOF >= parent + 0.0002. (2) THE DECIDING GATE: >= +0.0002 to the honest 22-leg logit stack over 0.969314. A probe may clear (1) and miss (2) -- TabM and fe_impute both did exactly that, contributing +0.000027 and +0.000059 -- so solo strength is not sufficient evidence for shipping. STOP CONDITION: this round is the last regardless of outcome; a miss is not rescued by tuning C, changing the model seed, or hill-climbing over leg subsets."
n0nrnd001,2026-08-10T01:53:38+00:00,d619c7b39c8eb011d8501e8cde1c7242c862ad01,,diagnostic,,"P3: gate-2 stack contributions for N1/N2/N3 -- all three miss, zero submissions",,,5.0,42.0,,,0.969345,,,,,P3_N_round_gate2,,,,,,,,,,,,,,,,"PHASE 3, gate 2 for the N-round -- the deciding gate, measured after the three probe rows 8f40573b (N1), ceb7f8c0 (N2) and ad5e827a (N3) were already logged with their pre-registered gates. All three MISS both gates. Contribution to the honest 22-leg logit stack over 0.969314: N1 fe_normalization -0.000000 (max corr 0.9977 vs B2xgb -- the HIGHEST correlation anywhere in the pack, above even the F1real/K1real rerun pair at 0.9975), N2 fe_interaction +0.000001 (max corr 0.9978), N3 num_as_cat +0.000029 (max corr 0.9783). All three admitted together: 0.969345, +0.000032. ZERO SUBMISSIONS -- 0a3c852e at LB 0.97056 stands. N1 MECHANISM: free_time = 24 - sleep - screen is structurally identical to the screen-time composition that cleared on all three engines at 5-6x the gate, and had MORE coverage to act on (80.9% vs 61.0%), yet produced a near-copy of its parent. Conclusion: the composition family did not work because it was a budget constraint, it worked because other_hours is a latent variable at solo AUC 0.765 that the trees could not otherwise reach. free_time has no such quantity behind it. Do not generalise 'budget constraints help' from B2. N2 MECHANISM: the family lost by 0.0003 pre-target-encoding and by 0.000018 now, on a base carrying TE, composition and Optuna params -- so it did not lose because the base could not use it. Settles the ambiguity in favour of the lookup reading: a ratio is a monotone transform and cannot represent a lookup table. N3 IS THE INFORMATIVE ONE and prices the section 6 wall as a QUANTITATIVE TRADE rather than a correlation across legs. It is the tree-side version of L1lookupt's representation (value as LABEL, not magnitude). Against orphan D2numcat, same representation on a much weaker base: D2numcat solo 0.962343, max corr 0.9717, stack +0.000030; N3 solo 0.966291, max corr 0.9783, stack +0.000029. +0.0040 of solo strength bought -0.000001 of stack contribution -- the leg got stronger and, by almost exactly enough to cancel it, less decorrelated. Moving ALONG the wall is free and worthless. L1lookupt did not move along it: it was simultaneously our strongest leg (0.968626) AND our most decorrelated (0.9796), which is why it was worth +0.0013 LB and why nothing since has repeated it. Vocabulary check passed (18/1397/729/401/601/451/231/166/1459 levels over train union test, all 39 test-only values present), so this is a negative and not a void run. STOP SIGNAL: seven consecutive probes now land inside +-0.00007 of the stack -- TabM +0.000027, fe_impute +0.000059, nonlinear meta -0.000042, orphan admission +0.000047, N1 -0.000000, N2 +0.000001, N3 +0.000029. Per playbook section 8 that is the stop condition, and a far sharper one than any single miss."
n0meta001,2026-08-10T01:53:38+00:00,d619c7b39c8eb011d8501e8cde1c7242c862ad01,,diagnostic,,P3 negative: nonlinear and feature-gated meta-learners over the 22-leg pool,,,5.0,42.0,,,0.969272,,,,,P3_nonlinear_meta,,,,,,,,,,,,,,,,"PHASE 3 NEGATIVE, no artifacts -- a measurement, not a model. HYPOTHESIS: the 22-leg pack has median max-correlation 0.9947, so if the legs are near-duplicates GLOBALLY but differ in WHERE they are right, a combiner that switches on region would beat the fixed linear one. Tested three ways, all honest per-outer-fold refits at the frozen split, all against the shipped logistic stack at 0.969314 (C=0.1, LB 0.97056). RESULT: LightGBM meta (400 trees, 15 leaves, lr 0.03) over the 22 leg logits = 0.969272, -0.000042. The same plus the 9 raw numerics and a missing-count, i.e. feature-gated stacking = 0.969249, -0.000065. MECHANISM OF THE MISS, measured rather than assumed: the correlation between the tree-leg mean and the neural-leg mean is FLAT at 0.9785-0.9811 across all five missingness regimes and across composition-complete vs composition-broken rows, and the tree/neural/lookupT ordering barely moves. There is no heterogeneity for a gate to switch on. The legs differ in scale and sign, which a linear model already handles; they do not differ in region. CONCLUSION: the linear logit stack is the right combiner and the combiner axis is closed. Reproduce with scripts/leg_diversity.py sections 2-3."
n0orph001,2026-08-10T01:53:38+00:00,d619c7b39c8eb011d8501e8cde1c7242c862ad01,,diagnostic,,"P3 negative: admitting the 9 sub-0.965 orphan legs, all below the pool's median max-corr",,,5.0,42.0,,,0.969361,,,,,P3_orphan_admission,,,,,,,,,,,,,,,,"PHASE 3 NEGATIVE, no artifacts -- a measurement, not a model. HYPOTHESIS: nine Phase 1 legs sit on disk with complete oof+test artifacts on the frozen partition, excluded by subset_ceiling.py's rule that legs below 0.965 solo are 'strictly harmful'. That rule was measured under an EQUAL-WEIGHT MEAN, where a weak leg can only dilute, and stack_logit.py has since shown it is a property of the combiner and not of the legs -- K4node at 0.9622 solo takes the third-largest |weight| in the fitted stack. Every one of the nine sits BELOW the pool's 0.9947 median max-correlation. Admitting them costs zero compute and zero submissions, so the only question was whether they help. PRE-REGISTERED GATE: +0.0002 to the honest 22-leg logit stack over 0.969314. RESULT: all nine together = 0.969361, +0.000047 -- a quarter of the gate. Dropping the seed twin changes nothing (0.969363). Add-one: D2numcat +0.000030 (largest), D2blookup +0.000015, E3raw +0.000008, A2es400 +0.000001, and v1anchor / A1seed / B1inter / G2tabtf / K3tabtf all -0.000001. THE FINDING, and the reason this row exists: K3tabtf has max corr 0.9251 against a pool whose median is 0.9947 -- by a wide margin the most decorrelated leg we own -- and it contributes -0.000001, because 0.015 AUC below the pack is noise however uncorrelated that noise is. MAX-CORRELATION DOES NOT PREDICT STACK CONTRIBUTION. L1lookupt paid (+0.0013 LB) because it was simultaneously our STRONGEST leg at 0.968626 AND decorrelated; decorrelation is a multiplier on strength, not a substitute for it. PRACTICAL CONSEQUENCE: 'it will be different' is not a hypothesis and must not justify a future probe. SEED COROLLARY, priced rather than argued: A1seed, the one seed-only twin we own, contributes -0.000001, matching the public library's seed-averaged member at +0.000000 -- the standing instruction not to spend on seed variants is correct on our own data. Reproduce with scripts/leg_diversity.py sections 1 and 4."
9107a864,2026-08-11T02:30:39+00:00,816087a8096509df785d3ae49b2d7fdf3b790c87,True,local,,R1: ModernNCA retrieval head on L1lookupt's per-value representation,2714.6,19.0,5.0,42.0,0.968729,0.000381,0.968723,,,experiments/preds/9107a864,,R1_mnca_lookup,"other_hours,share_social,share_gaming,share_work,share_other,weekend_ratio,screen_total",9 9 8 8 8,0.968118 0.968916 0.968902 0.969212 0.968497,42.0,,,,,,,,,,,0.968723,"R1 ModernNCA -- RETRIEVAL over the lookup representation. First probe after the Phase 3 stop signal, run because it has a MECHANISM rather than 'it will be different', which the orphan measurement (commit 816087a) established is not a sufficient justification. HYPOTHESIS: ModernNCA (Ye et al., ICLR 2025) predicts a row by soft k-NN over the training set in a learned metric space -- p(y=1|q) = sum_j softmax(-||f(q)-f(x_j)||_2) * y_j. This repo's central EDA finding is that the value->target map is a LOOKUP TABLE (rates 0.119-0.986, Pearson(value, rate) = -0.044, only 47.8% of consecutive steps increasing), and retrieval IS lookup. The only leg that ever broke the section 6 wall, L1lookupt, won by treating the value as a LABEL rather than a magnitude (solo 0.968626, max corr 0.9796 against a 0.9947 median, worth +0.0013 LB), and nothing since has repeated it. WHY THE INPUT REPRESENTATION IS THE WHOLE EXPERIMENT: a soft-kNN in a learned CONTINUOUS metric places near VALUES near each other, which is exactly the wrong geometry for a non-monotone lattice -- the same reason B1/N2's ratios failed, a monotone transform cannot represent a lookup. So this is run on the per-value embedding, not on rank-gauss scalars. The prediction for the scalar version, pre-registered here so it cannot be claimed later: solo ~0.966, max corr > 0.995, contribution ~0, i.e. our eighth neural shape and not worth the GPU hour. M1 TabM is the precedent -- fed the TREE representation a packed MLP ensemble re-derived the tree solution (nearest neighbours 0.9847-0.9867 with the trees, solo equal to C4x's to four decimals). The representation decides what a model becomes. STRICT TWIN: the ONLY CFG field that differs from L1lookupt (dada9e2d) is `learner`, checked by run_local.py --diff-vs. At the code level the mnca branch is spliced INTO the lookupt branch and shares the vocabulary, rank-gauss and PLR code verbatim -- verified as the original 119 lines reindented by exactly 4 spaces -- so the two cannot drift apart and the delta is attributable to the HEAD (retrieval vs transformer) over an identical input. It is not a single-parameter ablation: the encoder is shallow (ModernNCA's own finding is that the retrieval does the work) and the loss is the NCA log-likelihood, not BCE. Say that plainly rather than overclaiming the twin. PRE-REGISTERED GATES, both written before the result is read. (1) solo OOF >= 0.9655 -- the same bar L1lookupt was held to, i.e. the bar for 'a leg that could matter'; K3tabtf proved a weak leg contributes nothing however decorrelated (max corr 0.9251, contribution -0.000001). (2) THE DECIDING GATE: >= +0.0002 to the honest 22-leg logit stack over 0.969314. Seven consecutive probes have missed gate 2 while two of them cleared gate 1, so gate 1 is not evidence for shipping. FALSIFICATION, pre-registered so the outcome is readable either way. (a) Strong but max corr >= 0.995 against L1lookupt = retrieval re-derived the transformer's solution from the shared representation; the head does not matter, the representation does -- the TabM outcome. (b) Decorrelated (< 0.99) but solo < 0.960 = the other jaw of the wall, decorrelated-but-weak, the K3tabtf outcome. (c) Only simultaneously strong AND decorrelated refutes the wall, which is what L1lookupt did and what would make this worth a submission. HONEST PRIOR: I expect (a) or a miss -- solo 0.966-0.969, corr 0.97-0.98 with L1lookupt, contribution +0.0000 to +0.0001. Clearing gate 2 would be a genuine surprise. IMPLEMENTATION NOTES that bear on reading the number: candidates are resampled every step (16,384 of ~553k, ~3%) which is ModernNCA's scalability trick; SELF-RETRIEVAL IS MASKED, since a row reading its own label is the NCA form of a target leak; per-epoch early stopping uses a fixed 65,536-candidate bank for speed, but the FINAL oof/test artifacts retrieve over the ENTIRE training fold, which is ModernNCA as published. Distances are Euclidean, not squared, per the paper -- squaring collapses the neighbourhood towards a hard 1-NN. The streaming log-sum-exp that replaces the 300 GB dense score matrix was verified against the dense computation to 4e-7 at five chunk sizes including 1, plus the all-masked-block and self-exclusion edge cases. STOP CONDITION: one run. A miss is not rescued by tuning the candidate count, the metric dimension, the model seed, or C in the stack."
n0mnca001,2026-08-11T02:37:39+00:00,816087a8096509df785d3ae49b2d7fdf3b790c87,,diagnostic,,"P4: R1 mnca gate 2 -- strongest AND most decorrelated leg we own, and it MISSES",,,5.0,42.0,,,0.969434,,,,,P4_mnca_gate2,,,,,,,,,,,,,,,,"PHASE 4 gate 2 for R1 (9107a864), plus the decomposition that explains it. No artifacts -- a measurement. RESULT: R1 mnca is our STRONGEST leg (solo 0.968722 vs L1lookupt 0.968626), it takes the LARGEST |weight| of all 23 legs in the fitted stack, its max corr against the pool is 0.9771 against a pool median of 0.9947 -- MORE decorrelated than L1lookupt's 0.9796 -- and it correlates only 0.9689 with L1lookupt, so it is NOT a copy of it. That is simultaneously strongest AND most decorrelated: outcome (c) of the pre-registered falsification, the quadrant section 6 says is empty, and the SECOND counter-example to the wall after L1lookupt. AND IT STILL MISSES: contribution +0.000120 against a +0.0002 gate. 23-leg stack 0.969434 vs the shipped 22-leg 0.969314. My own pre-registered prediction was outcome (a) -- strong but corr >= 0.995, a re-derivation of L1lookupt -- and that was WRONG; it is genuinely a different model. The gate call was right for the wrong reason, so record the reason. THE MECHANISM, measured not assumed. Removing L1lookupt from the pool and adding each leg back alone: 21 legs (neither) 0.968793; +L1lookupt 0.969314 (+0.000520); +mnca INSTEAD 0.969323 (+0.000530); +BOTH 0.969434 (+0.000641). Either lookup leg alone is worth ~+0.00052 to the stack. Together they are worth +0.000641, not +0.001050 -- 64% of their value is the SAME value. The marginal is near-symmetric (mnca given L1 +0.000120, L1 given mnca +0.000111), so this is not 'mnca is redundant', it is 'the SECOND lookup leg is redundant, whichever one it is'. CONCLUSION, and the generalisation of the TabM lesson: THE REPRESENTATION IS THE UNIT OF ENSEMBLE VALUE, NOT THE MODEL. A 4-layer transformer with attention over feature tokens and a soft-kNN metric learner share no inductive bias whatsoever, yet reading the same per-value lookup representation they deliver the same +0.00052 and 64% of it is the same +0.00052. What L1lookupt bought was never 'a transformer'; it was ACCESS to the lookup representation, and that access is now saturated. A third architecture on the same representation is predicted to buy ~+0.0001 and must not be run on the strength of this row. CORRELATION STRUCTURE IS NOT VALUE STRUCTURE, from the opposite direction to the Phase 3 finding: the two legs correlate only 0.9689 and still share 64% of their contribution. Their correlation PROFILES are also very different -- mnca is closer to the trees (B2blgb 0.9771 vs L1's 0.9633, B2xgb 0.9749 vs 0.9688) and much further from the neural legs (F1real 0.8628 vs L1's 0.9305, K4node 0.9062 vs 0.9536), i.e. retrieval reads the lookup lattice the way a tree does while the transformer reads it the way a net does. Different neighbours, same value. DECISION: gate 2 missed, so nothing ships on this probe's own terms and the mnca leg is NOT submitted as a gate clearance. Whether to submit the 23-leg stack at all is a SEPARATE question on the 0a3c852e precedent (submit the OOF champion so it exists as a selectable entry at the 2026-08-31 deadline, not to learn anything): predicted LB 0.969434 + 0.00128 = 0.97071 against the standing 0.97056, i.e. +0.00015 against a leaderboard resolution of 0.00014 -- a number we could barely read. That is a finals-selection call, not a probe result. NOT RUN, and the one open question: mnca on rank-gauss SCALARS instead of the per-value embedding, which would attribute this to the representation directly. Pre-registered prediction from before R1 ran, unchanged: solo ~0.966, max corr > 0.995, contribution ~0. The overlap decomposition above already answers the question it was designed to answer, which is why it was not run. Reproduce all of this with scripts/leg_probe.py 9107a864."
